ID,answer
TEST_23246,yes
TEST_23247,2
TEST_23248,yes
TEST_23249,white
TEST_23250,yes
TEST_23251,yes
TEST_23252,yes
TEST_23253,white
TEST_23254,on
TEST_23255,white
TEST_23256,white
TEST_23257,white
TEST_23258,white
TEST_23259,white
TEST_23260,yes
TEST_23261,yes
TEST_23262,yes
TEST_23263,2
TEST_23264,yes
TEST_23265,white
TEST_23266,yes
TEST_23267,yes
TEST_23268,yes
TEST_23269,white
TEST_23270,yes
TEST_23271,yes
TEST_23272,yes
TEST_23273,white
TEST_23274,yes
TEST_23275,yes
TEST_23276,white
TEST_23277,yes
TEST_23278,yes
TEST_23279,yes
TEST_23280,white
TEST_23281,yes
TEST_23282,white
TEST_23283,white
TEST_23284,white
TEST_23285,yes
TEST_23286,white
TEST_23287,yes
TEST_23288,yes
TEST_23289,yes
TEST_23290,white
TEST_23291,2
TEST_23292,2
TEST_23293,white
TEST_23294,white
TEST_23295,white
TEST_23296,white
TEST_23297,yes
TEST_23298,yes
TEST_23299,yes
TEST_23300,white
TEST_23301,yes
TEST_23302,2
TEST_23303,yes
TEST_23304,yes
TEST_23305,white
TEST_23306,white
TEST_23307,white
TEST_23308,yes
TEST_23309,yes
TEST_23310,on
TEST_23311,yes
TEST_23312,2
TEST_23313,white
TEST_23314,white
TEST_23315,white
TEST_23316,yes
TEST_23317,white
TEST_23318,white
TEST_23319,on
TEST_23320,yes
TEST_23321,yes
TEST_23322,yes
TEST_23323,left
TEST_23324,white
TEST_23325,white
TEST_23326,yes
TEST_23327,yes
TEST_23328,white
TEST_23329,white
TEST_23330,yes
TEST_23331,yes
TEST_23332,whiteccoli
TEST_23333,white
TEST_23334,whitechen
TEST_23335,white
TEST_23336,yes
TEST_23337,2
TEST_23338,white
TEST_23339,yes
TEST_23340,man
TEST_23341,yes
TEST_23342,yes
TEST_23343,yes
TEST_23344,yes
TEST_23345,yes
TEST_23346,yes
TEST_23347,yes
TEST_23348,white
TEST_23349,yes
TEST_23350,2
TEST_23351,yes
TEST_23352,white
TEST_23353,yes
TEST_23354,2
TEST_23355,yes
TEST_23356,2
TEST_23357,whitenis
TEST_23358,yes
TEST_23359,no
TEST_23360,yes
TEST_23361,yes
TEST_23362,whiteike
TEST_23363,whiteph
TEST_23364,2
TEST_23365,white
TEST_23366,yes
TEST_23367,yes
TEST_23368,yes
TEST_23369,yes
TEST_23370,yes
TEST_23371,yes
TEST_23372,white
TEST_23373,yes
TEST_23374,yes
TEST_23375,white
TEST_23376,yes
TEST_23377,white
TEST_23378,yes
TEST_23379,2
TEST_23380,yes
TEST_23381,white
TEST_23382,white
TEST_23383,yes
TEST_23384,yes
TEST_23385,yes
TEST_23386,white
TEST_23387,2
TEST_23388,2
TEST_23389,yes
TEST_23390,white
TEST_23391,white
TEST_23392,yes
TEST_23393,yes
TEST_23394,yes
TEST_23395,whitechen
TEST_23396,white
TEST_23397,yes
TEST_23398,white
TEST_23399,white
TEST_23400,leftchen
TEST_23401,white
TEST_23402,yes
TEST_23403,white
TEST_23404,2
TEST_23405,white
TEST_23406,white
TEST_23407,yes
TEST_23408,2
TEST_23409,white
TEST_23410,white
TEST_23411,white
TEST_23412,2
TEST_23413,white
TEST_23414,white
TEST_23415,2
TEST_23416,yes
TEST_23417,white
TEST_23418,white
TEST_23419,white
TEST_23420,white
TEST_23421,yes
TEST_23422,yes
TEST_23423,yes
TEST_23424,white
TEST_23425,leftnis
TEST_23426,2
TEST_23427,2
TEST_23428,yes
TEST_23429,white
TEST_23430,2
TEST_23431,yes
TEST_23432,yes
TEST_23433,white
TEST_23434,yes
TEST_23435,white
TEST_23436,white
TEST_23437,white
TEST_23438,yes
TEST_23439,white
TEST_23440,white
TEST_23441,yes
TEST_23442,white
TEST_23443,white
TEST_23444,white
TEST_23445,yes
TEST_23446,yes
TEST_23447,yes
TEST_23448,2
TEST_23449,2
TEST_23450,yes
TEST_23451,on
TEST_23452,yes
TEST_23453,yes
TEST_23454,white
TEST_23455,white
TEST_23456,white
TEST_23457,white
TEST_23458,white
TEST_23459,white
TEST_23460,white
TEST_23461,white
TEST_23462,2
TEST_23463,white
TEST_23464,white
TEST_23465,2
TEST_23466,2
TEST_23467,yes
TEST_23468,yes
TEST_23469,white
TEST_23470,white
TEST_23471,yes
TEST_23472,white
TEST_23473,yes
TEST_23474,2
TEST_23475,yes
TEST_23476,white
TEST_23477,yes
TEST_23478,yes
TEST_23479,white
TEST_23480,white
TEST_23481,white
TEST_23482,2
TEST_23483,man
TEST_23484,yes
TEST_23485,whiteii
TEST_23486,yes
TEST_23487,white
TEST_23488,white
TEST_23489,white
TEST_23490,yes
TEST_23491,yes
TEST_23492,yes
TEST_23493,white
TEST_23494,no
TEST_23495,yes
TEST_23496,2
TEST_23497,white
TEST_23498,yes
TEST_23499,white
TEST_23500,yes
TEST_23501,white
TEST_23502,2
TEST_23503,white
TEST_23504,yes
TEST_23505,yes
TEST_23506,to
TEST_23507,2
TEST_23508,on
TEST_23509,yes
TEST_23510,white
TEST_23511,yes
TEST_23512,yes
TEST_23513,white
TEST_23514,yes
TEST_23515,white
TEST_23516,whitetrak
TEST_23517,white
TEST_23518,white
TEST_23519,yes
TEST_23520,white
TEST_23521,yes
TEST_23522,2
TEST_23523,yes
TEST_23524,2
TEST_23525,white
TEST_23526,yes
TEST_23527,yes
TEST_23528,white
TEST_23529,yes
TEST_23530,yes
TEST_23531,white
TEST_23532,yes
TEST_23533,white
TEST_23534,yes
TEST_23535,yes
TEST_23536,yes
TEST_23537,left
TEST_23538,whitegiving
TEST_23539,yes
TEST_23540,white
TEST_23541,white
TEST_23542,white
TEST_23543,white
TEST_23544,white
TEST_23545,2 very
TEST_23546,yes
TEST_23547,yes
TEST_23548,white
TEST_23549,yes
TEST_23550,2
TEST_23551,yes
TEST_23552,white
TEST_23553,2
TEST_23554,no
TEST_23555,yes
TEST_23556,yes
TEST_23557,white
TEST_23558,white
TEST_23559,yes
TEST_23560,yes
TEST_23561,yes
TEST_23562,white
TEST_23563,yes
TEST_23564,2
TEST_23565,white
TEST_23566,yes
TEST_23567,yes
TEST_23568,yes
TEST_23569,yes
TEST_23570,white
TEST_23571,yes
TEST_23572,white
TEST_23573,white
TEST_23574,2
TEST_23575,white
TEST_23576,white
TEST_23577,white
TEST_23578,yes
TEST_23579,white
TEST_23580,yes
TEST_23581,white
TEST_23582,on
TEST_23583,white
TEST_23584,yes
TEST_23585,yes
TEST_23586,white
TEST_23587,yes
TEST_23588,yes
TEST_23589,white
TEST_23590,yes
TEST_23591,yes
TEST_23592,whitenis
TEST_23593,yes
TEST_23594,white
TEST_23595,white
TEST_23596,white
TEST_23597,yes
TEST_23598,white
TEST_23599,yes
TEST_23600,2
TEST_23601,whiteii
TEST_23602,yes
TEST_23603,white
TEST_23604,on
TEST_23605,on
TEST_23606,white
TEST_23607,white
TEST_23608,2
TEST_23609,white
TEST_23610,man
TEST_23611,white
TEST_23612,man
TEST_23613,white
TEST_23614,yes
TEST_23615,white
TEST_23616,yes
TEST_23617,yes
TEST_23618,whiteizza
TEST_23619,yes
TEST_23620,white
TEST_23621,yes
TEST_23622,yes
TEST_23623,white
TEST_23624,white
TEST_23625,2
TEST_23626,white
TEST_23627,white
TEST_23628,no
TEST_23629,yes
TEST_23630,white
TEST_23631,2
TEST_23632,white
TEST_23633,to
TEST_23634,white
TEST_23635,yes
TEST_23636,on
TEST_23637,white
TEST_23638,white
TEST_23639,white
TEST_23640,yes
TEST_23641,white
TEST_23642,white
TEST_23643,whiteunny
TEST_23644,white
TEST_23645,yes
TEST_23646,yes
TEST_23647,yes
TEST_23648,2
TEST_23649,2
TEST_23650,no
TEST_23651,yes
TEST_23652,white
TEST_23653,white
TEST_23654,2
TEST_23655,white
TEST_23656,white
TEST_23657,yes
TEST_23658,white
TEST_23659,white
TEST_23660,yes
TEST_23661,white
TEST_23662,on
TEST_23663,yes
TEST_23664,white
TEST_23665,to
TEST_23666,white
TEST_23667,yes
TEST_23668,2
TEST_23669,white
TEST_23670,white
TEST_23671,yes
TEST_23672,yes
TEST_23673,white
TEST_23674,on
TEST_23675,white
TEST_23676,2
TEST_23677,yes
TEST_23678,white
TEST_23679,yes
TEST_23680,white
TEST_23681,2
TEST_23682,2
TEST_23683,2
TEST_23684,2
TEST_23685,white
TEST_23686,white
TEST_23687,white
TEST_23688,white
TEST_23689,white
TEST_23690,white
TEST_23691,yes
TEST_23692,yes
TEST_23693,white
TEST_23694,white
TEST_23695,white:45
TEST_23696,white:45
TEST_23697,yes
TEST_23698,white
TEST_23699,yes
TEST_23700,white
TEST_23701,yes
TEST_23702,white
TEST_23703,white
TEST_23704,2
TEST_23705,yes
TEST_23706,yes
TEST_23707,2
TEST_23708,yes
TEST_23709,2
TEST_23710,yes
TEST_23711,white
TEST_23712,2
TEST_23713,yes
TEST_23714,white
TEST_23715,white
TEST_23716,white
TEST_23717,yes
TEST_23718,2
TEST_23719,white
TEST_23720,white
TEST_23721,yes
TEST_23722,white
TEST_23723,white
TEST_23724,white
TEST_23725,white
TEST_23726,white
TEST_23727,white
TEST_23728,yes
TEST_23729,2
TEST_23730,yes
TEST_23731,yes
TEST_23732,white
TEST_23733,yes
TEST_23734,white
TEST_23735,white
TEST_23736,yes
TEST_23737,white
TEST_23738,white
TEST_23739,white
TEST_23740,white:45
TEST_23741,left
TEST_23742,white
TEST_23743,white
TEST_23744,whitenis
TEST_23745,on
TEST_23746,white
TEST_23747,yes
TEST_23748,white
TEST_23749,yes
TEST_23750,yes
TEST_23751,white
TEST_23752,overcast
TEST_23753,yes
TEST_23754,white
TEST_23755,white
TEST_23756,white
TEST_23757,on
TEST_23758,yes
TEST_23759,yes
TEST_23760,yes
TEST_23761,white
TEST_23762,yes
TEST_23763,white
TEST_23764,yes
TEST_23765,yes
TEST_23766,yes
TEST_23767,white:45
TEST_23768,yes
TEST_23769,2
TEST_23770,yes
TEST_23771,white
TEST_23772,white
TEST_23773,white
TEST_23774,right
TEST_23775,2
TEST_23776,white
TEST_23777,whiteike
TEST_23778,yes
TEST_23779,yes
TEST_23780,on
TEST_23781,white
TEST_23782,yes
TEST_23783,white
TEST_23784,whiteowers
TEST_23785,white
TEST_23786,yes
TEST_23787,yes
TEST_23788,white
TEST_23789,white
TEST_23790,white
TEST_23791,yes
TEST_23792,yes
TEST_23793,yes
TEST_23794,yes
TEST_23795,yes
TEST_23796,yes
TEST_23797,yes
TEST_23798,2
TEST_23799,white
TEST_23800,yes
TEST_23801,white
TEST_23802,yes
TEST_23803,white
TEST_23804,white
TEST_23805,yes
TEST_23806,yes
TEST_23807,yes
TEST_23808,white
TEST_23809,yes
TEST_23810,yes
TEST_23811,white
TEST_23812,white
TEST_23813,yes
TEST_23814,yes
TEST_23815,white
TEST_23816,yes
TEST_23817,white
TEST_23818,on
TEST_23819,yes
TEST_23820,white
TEST_23821,white
TEST_23822,yes
TEST_23823,man
TEST_23824,yes
TEST_23825,2
TEST_23826,white
TEST_23827,whitenis
TEST_23828,white
TEST_23829,white
TEST_23830,white
TEST_23831,on
TEST_23832,yes
TEST_23833,2
TEST_23834,yes
TEST_23835,white
TEST_23836,white's
TEST_23837,white
TEST_23838,white
TEST_23839,yes
TEST_23840,whiteardup
TEST_23841,white
TEST_23842,yes
TEST_23843,2
TEST_23844,white
TEST_23845,yes
TEST_23846,yes
TEST_23847,2
TEST_23848,whiteinner
TEST_23849,left
TEST_23850,yes
TEST_23851,2
TEST_23852,yes
TEST_23853,yes
TEST_23854,yes
TEST_23855,white
TEST_23856,yes
TEST_23857,2
TEST_23858,2
TEST_23859,white
TEST_23860,white
TEST_23861,"whiteese,"
TEST_23862,yes
TEST_23863,white
TEST_23864,yes
TEST_23865,white
TEST_23866,white
TEST_23867,yes
TEST_23868,white
TEST_23869,white
TEST_23870,yes
TEST_23871,white
TEST_23872,2
TEST_23873,white trick
TEST_23874,yes
TEST_23875,white
TEST_23876,white
TEST_23877,2
TEST_23878,white
TEST_23879,yes
TEST_23880,white
TEST_23881,yes
TEST_23882,white
TEST_23883,yes
TEST_23884,yes
TEST_23885,yes
TEST_23886,yes
TEST_23887,white
TEST_23888,yes
TEST_23889,white
TEST_23890,white
TEST_23891,white
TEST_23892,white
TEST_23893,white
TEST_23894,white
TEST_23895,yes
TEST_23896,white
TEST_23897,white
TEST_23898,yes
TEST_23899,2
TEST_23900,whiteizza
TEST_23901,white
TEST_23902,white
TEST_23903,2
TEST_23904,whiteanas
TEST_23905,yes
TEST_23906,yes
TEST_23907,white
TEST_23908,yes
TEST_23909,on
TEST_23910,yes
TEST_23911,yes
TEST_23912,white
TEST_23913,yes
TEST_23914,white
TEST_23915,yes
TEST_23916,2
TEST_23917,2
TEST_23918,yes
TEST_23919,yes
TEST_23920,2
TEST_23921,yes
TEST_23922,2
TEST_23923,2
TEST_23924,yes
TEST_23925,yes
TEST_23926,white
TEST_23927,yes
TEST_23928,white
TEST_23929,2
TEST_23930,2
TEST_23931,white
TEST_23932,white
TEST_23933,yes
TEST_23934,right
TEST_23935,2
TEST_23936,white
TEST_23937,yes
TEST_23938,yes
TEST_23939,2
TEST_23940,yes
TEST_23941,white
TEST_23942,yes
TEST_23943,yes
TEST_23944,white
TEST_23945,white
TEST_23946,yes
TEST_23947,yes
TEST_23948,yes
TEST_23949,white
TEST_23950,yes
TEST_23951,yes
TEST_23952,white
TEST_23953,white
TEST_23954,yes
TEST_23955,to
TEST_23956,2
TEST_23957,yes
TEST_23958,white
TEST_23959,yes
TEST_23960,yes
TEST_23961,yes
TEST_23962,white
TEST_23963,white
TEST_23964,recent
TEST_23965,white
TEST_23966,white
TEST_23967,white
TEST_23968,yes
TEST_23969,yes
TEST_23970,white
TEST_23971,yes
TEST_23972,white
TEST_23973,white
TEST_23974,white
TEST_23975,whiteaid
TEST_23976,white
TEST_23977,white
TEST_23978,yes
TEST_23979,yes
TEST_23980,yes
TEST_23981,on
TEST_23982,yes
TEST_23983,2
TEST_23984,yes
TEST_23985,whitenis
TEST_23986,yes
TEST_23987,man
TEST_23988,yes
TEST_23989,white
TEST_23990,white
TEST_23991,white
TEST_23992,white
TEST_23993,white
TEST_23994,on
TEST_23995,yes
TEST_23996,white
TEST_23997,white
TEST_23998,yes
TEST_23999,yes
TEST_24000,whiteident
TEST_24001,yes
TEST_24002,yes
TEST_24003,white
TEST_24004,white
TEST_24005,white
TEST_24006,2
TEST_24007,yes
TEST_24008,white
TEST_24009,white
TEST_24010,yes
TEST_24011,yes
TEST_24012,yes
TEST_24013,white
TEST_24014,white
TEST_24015,2
TEST_24016,white
TEST_24017,white
TEST_24018,yes
TEST_24019,yes
TEST_24020,white
TEST_24021,white
TEST_24022,yes
TEST_24023,white
TEST_24024,yes
TEST_24025,yes
TEST_24026,yes
TEST_24027,white
TEST_24028,on
TEST_24029,white
TEST_24030,white
TEST_24031,white
TEST_24032,white
TEST_24033,white:45
TEST_24034,white
TEST_24035,white
TEST_24036,white
TEST_24037,white
TEST_24038,white
TEST_24039,white
TEST_24040,yes
TEST_24041,white
TEST_24042,white
TEST_24043,yes
TEST_24044,yes
TEST_24045,yes
TEST_24046,yes
TEST_24047,yes
TEST_24048,white
TEST_24049,yes
TEST_24050,whiteing
TEST_24051,yes
TEST_24052,whiteike
TEST_24053,2
TEST_24054,white
TEST_24055,2
TEST_24056,white
TEST_24057,white
TEST_24058,white
TEST_24059,yes
TEST_24060,yes
TEST_24061,white
TEST_24062,white
TEST_24063,yes
TEST_24064,yes
TEST_24065,white
TEST_24066,2
TEST_24067,left
TEST_24068,yes
TEST_24069,yes
TEST_24070,yes
TEST_24071,yes
TEST_24072,left
TEST_24073,left
TEST_24074,yes
TEST_24075,yes
TEST_24076,overcast
TEST_24077,whiterow
TEST_24078,whiteph
TEST_24079,white
TEST_24080,white
TEST_24081,white
TEST_24082,yes
TEST_24083,white
TEST_24084,white
TEST_24085,white
TEST_24086,white:45
TEST_24087,white
TEST_24088,2
TEST_24089,white
TEST_24090,white
TEST_24091,2
TEST_24092,yes
TEST_24093,yes
TEST_24094,white
TEST_24095,2
TEST_24096,yes
TEST_24097,yes
TEST_24098,yes
TEST_24099,yes
TEST_24100,yes
TEST_24101,overcast
TEST_24102,yes
TEST_24103,on
TEST_24104,on
TEST_24105,yes
TEST_24106,white
TEST_24107,yes
TEST_24108,white
TEST_24109,yes
TEST_24110,white
TEST_24111,2
TEST_24112,white
TEST_24113,2
TEST_24114,yes
TEST_24115,leftizza
TEST_24116,yes
TEST_24117,left
TEST_24118,on
TEST_24119,yes
TEST_24120,yes
TEST_24121,yes
TEST_24122,white
TEST_24123,2
TEST_24124,2
TEST_24125,yes
TEST_24126,yes
TEST_24127,white
TEST_24128,yes
TEST_24129,whiteican
TEST_24130,yes
TEST_24131,white
TEST_24132,white
TEST_24133,yes
TEST_24134,yes
TEST_24135,yes
TEST_24136,white
TEST_24137,yes
TEST_24138,white
TEST_24139,white
TEST_24140,2
TEST_24141,white
TEST_24142,white
TEST_24143,white
TEST_24144,white
TEST_24145,yes
TEST_24146,white
TEST_24147,whiteii
TEST_24148,yes
TEST_24149,white
TEST_24150,yes
TEST_24151,on
TEST_24152,white
TEST_24153,whiteii
TEST_24154,white
TEST_24155,white
TEST_24156,2
TEST_24157,white
TEST_24158,2
TEST_24159,yes
TEST_24160,yes
TEST_24161,to
TEST_24162,white
TEST_24163,2
TEST_24164,yes
TEST_24165,2
TEST_24166,yes
TEST_24167,yes
TEST_24168,white
TEST_24169,yes
TEST_24170,yes
TEST_24171,white:
TEST_24172,white
TEST_24173,white
TEST_24174,to
TEST_24175,yes
TEST_24176,2
TEST_24177,white
TEST_24178,2
TEST_24179,white
TEST_24180,yes
TEST_24181,white
TEST_24182,yes
TEST_24183,yes
TEST_24184,yes
TEST_24185,yes
TEST_24186,yes
TEST_24187,yes
TEST_24188,2
TEST_24189,white
TEST_24190,yes
TEST_24191,white
TEST_24192,yes
TEST_24193,yes
TEST_24194,2
TEST_24195,leftriger
TEST_24196,2
TEST_24197,white
TEST_24198,2
TEST_24199,2
TEST_24200,yes
TEST_24201,white
TEST_24202,2
TEST_24203,white
TEST_24204,yes
TEST_24205,left
TEST_24206,yes
TEST_24207,white
TEST_24208,yes
TEST_24209,yes
TEST_24210,yes
TEST_24211,yes
TEST_24212,white
TEST_24213,yes
TEST_24214,yes
TEST_24215,white
TEST_24216,white
TEST_24217,yes
TEST_24218,yes
TEST_24219,2
TEST_24220,2
TEST_24221,white
TEST_24222,white
TEST_24223,white
TEST_24224,white:45
TEST_24225,white
TEST_24226,white
TEST_24227,yes
TEST_24228,yes
TEST_24229,white
TEST_24230,white
TEST_24231,white
TEST_24232,white
TEST_24233,2
TEST_24234,yes
TEST_24235,2
TEST_24236,whiteile
TEST_24237,yes
TEST_24238,yes
TEST_24239,white
TEST_24240,yes
TEST_24241,yes
TEST_24242,yes
TEST_24243,white
TEST_24244,yes
TEST_24245,yes
TEST_24246,white
TEST_24247,yes
TEST_24248,yes
TEST_24249,white
TEST_24250,to
TEST_24251,yes
TEST_24252,2
TEST_24253,yes
TEST_24254,yes
TEST_24255,white
TEST_24256,white
TEST_24257,yes
TEST_24258,white
TEST_24259,yes
TEST_24260,white
TEST_24261,yes
TEST_24262,yes
TEST_24263,white
TEST_24264,white
TEST_24265,white
TEST_24266,yes
TEST_24267,white
TEST_24268,whiteaid
TEST_24269,white
TEST_24270,white
TEST_24271,yes
TEST_24272,white
TEST_24273,left
TEST_24274,white
TEST_24275,man
TEST_24276,white
TEST_24277,yes
TEST_24278,yes
TEST_24279,white
TEST_24280,white
TEST_24281,white
TEST_24282,white
TEST_24283,2
TEST_24284,yes
TEST_24285,whiteii
TEST_24286,yes
TEST_24287,yes
TEST_24288,white
TEST_24289,yes
TEST_24290,white
TEST_24291,whiteissors
TEST_24292,yes
TEST_24293,2
TEST_24294,yes
TEST_24295,yes
TEST_24296,yes
TEST_24297,yes
TEST_24298,yes
TEST_24299,2
TEST_24300,white
TEST_24301,white
TEST_24302,left
TEST_24303,yes
TEST_24304,yes
TEST_24305,white
TEST_24306,on
TEST_24307,yes
TEST_24308,yes
TEST_24309,yes
TEST_24310,2
TEST_24311,yes
TEST_24312,yes
TEST_24313,white
TEST_24314,2
TEST_24315,white
TEST_24316,on
TEST_24317,yes
TEST_24318,yes
TEST_24319,white
TEST_24320,2
TEST_24321,yes
TEST_24322,white
TEST_24323,yes
TEST_24324,2
TEST_24325,2
TEST_24326,to
TEST_24327,white
TEST_24328,yes
TEST_24329,no
TEST_24330,on
TEST_24331,yes
TEST_24332,yes
TEST_24333,to
TEST_24334,yes
TEST_24335,white
TEST_24336,yes
TEST_24337,white
TEST_24338,white
TEST_24339,white
TEST_24340,yes
TEST_24341,yes
TEST_24342,2
TEST_24343,yes
TEST_24344,yes
TEST_24345,yes
TEST_24346,left
TEST_24347,yes
TEST_24348,on
TEST_24349,white
TEST_24350,white
TEST_24351,yes
TEST_24352,yes
TEST_24353,2
TEST_24354,white
TEST_24355,2
TEST_24356,white
TEST_24357,white
TEST_24358,yes
TEST_24359,white y
TEST_24360,yes
TEST_24361,yes
TEST_24362,to
TEST_24363,yes
TEST_24364,2
TEST_24365,yes
TEST_24366,yes
TEST_24367,yes
TEST_24368,white
TEST_24369,white
TEST_24370,yes
TEST_24371,2
TEST_24372,white
TEST_24373,yes
TEST_24374,white
TEST_24375,to
TEST_24376,white
TEST_24377,white
TEST_24378,yes
TEST_24379,yes
TEST_24380,2
TEST_24381,white
TEST_24382,yes
TEST_24383,white
TEST_24384,2
TEST_24385,yes
TEST_24386,on
TEST_24387,yes
TEST_24388,whiteing
TEST_24389,2
TEST_24390,white
TEST_24391,white
TEST_24392,yes
TEST_24393,yes
TEST_24394,white
TEST_24395,2
TEST_24396,white
TEST_24397,white
TEST_24398,yes
TEST_24399,white
TEST_24400,yes
TEST_24401,yes
TEST_24402,white and and fries
TEST_24403,yes
TEST_24404,white
TEST_24405,white
TEST_24406,yes
TEST_24407,white
TEST_24408,yes
TEST_24409,yes
TEST_24410,white
TEST_24411,white
TEST_24412,yes
TEST_24413,white
TEST_24414,white
TEST_24415,yes
TEST_24416,yes
TEST_24417,white
TEST_24418,2
TEST_24419,on
TEST_24420,whitechen
TEST_24421,2
TEST_24422,yes
TEST_24423,white
TEST_24424,white
TEST_24425,2
TEST_24426,white
TEST_24427,yes
TEST_24428,yes
TEST_24429,yes
TEST_24430,on
TEST_24431,white
TEST_24432,on
TEST_24433,white
TEST_24434,yes
TEST_24435,yes
TEST_24436,2
TEST_24437,yes
TEST_24438,yes
TEST_24439,left
TEST_24440,yes
TEST_24441,yes
TEST_24442,yes
TEST_24443,yes
TEST_24444,2
TEST_24445,yes
TEST_24446,yes
TEST_24447,white
TEST_24448,yes
TEST_24449,white
TEST_24450,yes
TEST_24451,white
TEST_24452,yes
TEST_24453,2 feet
TEST_24454,white
TEST_24455,to
TEST_24456,white
TEST_24457,2 feet
TEST_24458,yes
TEST_24459,white
TEST_24460,yes
TEST_24461,white
TEST_24462,yes
TEST_24463,white
TEST_24464,white
TEST_24465,2
TEST_24466,yes
TEST_24467,white
TEST_24468,whitenis
TEST_24469,yes
TEST_24470,white
TEST_24471,to
TEST_24472,white
TEST_24473,yes
TEST_24474,2
TEST_24475,yes
TEST_24476,white
TEST_24477,yes
TEST_24478,whitenis
TEST_24479,yes
TEST_24480,no
TEST_24481,white:45
TEST_24482,yes
TEST_24483,yes
TEST_24484,yes
TEST_24485,white
TEST_24486,2
TEST_24487,white
TEST_24488,white
TEST_24489,yes
TEST_24490,white
TEST_24491,whiteaid
TEST_24492,2
TEST_24493,white
TEST_24494,white
TEST_24495,yes
TEST_24496,whitey
TEST_24497,yes
TEST_24498,white
TEST_24499,white
TEST_24500,yes
TEST_24501,yes
TEST_24502,yes
TEST_24503,yes
TEST_24504,yes
TEST_24505,on
TEST_24506,on
TEST_24507,yes
TEST_24508,yes
TEST_24509,2
TEST_24510,yes
TEST_24511,yes
TEST_24512,yes
TEST_24513,white
TEST_24514,yes
TEST_24515,white
TEST_24516,yes
TEST_24517,no
TEST_24518,white
TEST_24519,yes
TEST_24520,yes
TEST_24521,2
TEST_24522,yes
TEST_24523,yes
TEST_24524,white
TEST_24525,white
TEST_24526,white
TEST_24527,yes
TEST_24528,white
TEST_24529,2
TEST_24530,white
TEST_24531,yes
TEST_24532,yes
TEST_24533,yes
TEST_24534,yes
TEST_24535,white
TEST_24536,no
TEST_24537,white
TEST_24538,white
TEST_24539,white
TEST_24540,yes
TEST_24541,yes
TEST_24542,yes
TEST_24543,white
TEST_24544,2
TEST_24545,2
TEST_24546,yes
TEST_24547,yes
TEST_24548,2
TEST_24549,2
TEST_24550,white
TEST_24551,white
TEST_24552,white
TEST_24553,white
TEST_24554,white
TEST_24555,white
TEST_24556,2
TEST_24557,man
TEST_24558,2
TEST_24559,yes
TEST_24560,white
TEST_24561,yes
TEST_24562,white
TEST_24563,white
TEST_24564,white
TEST_24565,on
TEST_24566,white
TEST_24567,leftchen
TEST_24568,white
TEST_24569,yes
TEST_24570,white
TEST_24571,white
TEST_24572,yes
TEST_24573,yes
TEST_24574,white
TEST_24575,white
TEST_24576,yes
TEST_24577,yes
TEST_24578,white
TEST_24579,whiteilla
TEST_24580,white
TEST_24581,white
TEST_24582,yes
TEST_24583,yes
TEST_24584,on
TEST_24585,2
TEST_24586,white
TEST_24587,yes
TEST_24588,yes
TEST_24589,2
TEST_24590,2
TEST_24591,yes
TEST_24592,2
TEST_24593,yes
TEST_24594,yes
TEST_24595,white
TEST_24596,yes
TEST_24597,white
TEST_24598,white
TEST_24599,yes
TEST_24600,white
TEST_24601,2
TEST_24602,yes
TEST_24603,2
TEST_24604,on
TEST_24605,white
TEST_24606,2
TEST_24607,on
TEST_24608,white
TEST_24609,white
TEST_24610,yes
TEST_24611,white
TEST_24612,2
TEST_24613,white
TEST_24614,yes
TEST_24615,yes
TEST_24616,yes
TEST_24617,yes
TEST_24618,white
TEST_24619,yes
TEST_24620,yes
TEST_24621,yes
TEST_24622,yes
TEST_24623,yes
TEST_24624,2
TEST_24625,yes
TEST_24626,yes
TEST_24627,yes
TEST_24628,white
TEST_24629,2
TEST_24630,2
TEST_24631,white
TEST_24632,yes
TEST_24633,white
TEST_24634,yes
TEST_24635,yes
TEST_24636,white
TEST_24637,man
TEST_24638,2
TEST_24639,2
TEST_24640,yes
TEST_24641,yes
TEST_24642,yes
TEST_24643,white
TEST_24644,white
TEST_24645,white
TEST_24646,yes
TEST_24647,white so
TEST_24648,white
TEST_24649,yes
TEST_24650,white
TEST_24651,white
TEST_24652,yes
TEST_24653,yes
TEST_24654,white
TEST_24655,whitenis
TEST_24656,white
TEST_24657,yes
TEST_24658,white
TEST_24659,white
TEST_24660,yes
TEST_24661,yes
TEST_24662,white
TEST_24663,yes
TEST_24664,white
TEST_24665,2
TEST_24666,yes
TEST_24667,white:
TEST_24668,no
TEST_24669,white
TEST_24670,2
TEST_24671,yes
TEST_24672,whiteffee
TEST_24673,yes
TEST_24674,white
TEST_24675,white
TEST_24676,2
TEST_24677,white
TEST_24678,white
TEST_24679,white
TEST_24680,yes
TEST_24681,white
TEST_24682,yes
TEST_24683,yes
TEST_24684,whitenis
TEST_24685,white
TEST_24686,white
TEST_24687,yes
TEST_24688,white
TEST_24689,white
TEST_24690,white
TEST_24691,yes
TEST_24692,white
TEST_24693,white
TEST_24694,white
TEST_24695,yes
TEST_24696,white
TEST_24697,left
TEST_24698,white
TEST_24699,yes
TEST_24700,2
TEST_24701,white
TEST_24702,white
TEST_24703,white
TEST_24704,white
TEST_24705,white
TEST_24706,on
TEST_24707,leftchen
TEST_24708,2
TEST_24709,whiteph
TEST_24710,2
TEST_24711,white
